"","id","recclass","mass","fell_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"810.2",5188,"Iron, IIIAB",41400,"Found",1867,24.5,-104.8,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4316.1",12205,"L6",6100,"Found",1938,-37.55,-60.15,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5645.4",22598,"Iron, IID",1500,"Found",1960,10,9,"Iron IID","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4391.1",12289,"LL5",3698,"Fell",1932,25.55,83.11667,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"6424.44",23739,"H4/5",48000,"Found",1987,46.4,30.8,"H","Chondrite","Stony","Ordinary","H","0",1
"4171.2",12030,"L5",4000,"Found",1939,40.23333,-100.41667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6201.6",23484,"LL5",1560,"Found",1960,39.53333,-100.56667,"LL","Chondrite","Stony","Ordinary","LL","2",0.064345060252235
"899.5",5288,"H5",5250,"Found",1937,-33.1,-61.13333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"792.49",5169,"H5",120000,"Fell",1919,5,48,"H","Chondrite","Stony","Ordinary","H","0",1
"9670",56506,"L4",85,"Found",1979,19.81639,56.49028,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"776.2",5150,"L6",2000,"Found",1971,38.69667,-99.70833,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4578.2",12754,"Iron",410,"Found",1925,55.95,125.4,"Iron","Achondrite","Iron",NA,NA,"8",0.0565394577591197
"4463.3",12363,"OC",845.2,"Fell",1906,56.8,77,"Chondrite","Chondrite","Stony",NA,NA,"8",0.0565394577591197
"4012",11863,"H/L4",15500,"Found",1975,40.45667,-102.57834,"H,L, or LL","Chondrite","Stony","Ordinary",NA,"2",0.064345060252235
"1074.46",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"6765.37",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"8534.4",51739,"Iron, IAB complex",14000,"Found",1971,-30.75,-64.78333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"1069",5472,"H6",10.6,"Found",1985,38.90306,-112.82111,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"639.1",5005,"C2-ung",375,"Fell",1961,33.6,-96.46667,"Chondrite","Chondrite","Stony","Carbonaceous",NA,"2",0.064345060252235
"525",2337,"H6",5300,"Found",1960,-26.5,141.08333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"2182.42",6621,"H6",340,"Fell",1887,43,-80,"H","Chondrite","Stony","Ordinary","H","0",1
"2207.4",6647,"L5",885,"Found",1977,34.05,-103.63333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"7225",31330,"H5",5000,"Found",1960,40.63783,-103.69717,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"1074.47",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"9656",56492,"L5",46,"Found",1979,19.84861,56.43611,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4611.1",14652,"H5",50000,"Fell",1813,52.56667,-8.78333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"671.32",5039,"L6",100,"Fell",1893,20.83333,71.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"3637.1",11483,"L6",68000,"Found",1966,-28.48333,148.25,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4794.1",15476,"Howardite",50.5,"Found",1971,34.39833,-103.605,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"6764.45",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"4214.1",12082,"L",6800,"Found",1954,42.63333,-114.83333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6758.37",24150,"L6",4000,"Found",1962,61.05,26.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"459.58",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4426.44",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"3290.54",7815,"Iron, ungrouped",2405,"Found",1921,26.28333,34.25,"Iron","Achondrite","Iron",NA,NA,"0",1
"4420.2",12320,"Iron, IIIAB",3720,"Found",1946,53.2,-111.43333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"973.46",5372,"H4",20,"Found",1986,12.5,-137.7,"H","Chondrite","Stony","Ordinary","H","0",1
"3183.2",7652,"H6",166000,"Fell",1884,-7.5,111.5,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4016.35",11868,"Stone-uncl",367,"Found",1956,24.7,108,"Stony",NA,"Stony",NA,NA,"0",1
"4463.4",12363,"OC",845.2,"Fell",1906,56.8,77,"Chondrite","Chondrite","Stony",NA,NA,"8",0.0565394577591197
"5299.42",17986,"H4",1926,"Found",1960,46.5,30.76667,"H","Chondrite","Stony","Ordinary","H","0",1
"6599.2",23974,"Iron, IAB complex",500,"Found",1954,35.28333,-108.26667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","13",0.0166285644122995
"6981",30395,"L6",800,"Fell",1952,47.13333,43.9,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"5098",17006,"LL5",308.7,"Found",1969,-30,128.91667,"LL","Chondrite","Stony","Ordinary","LL","14",0.0286088486882495
"3247",7770,"Iron, IIAB",7340,"Found",1939,53.66667,-113.41667,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"694.35",5064,"L/LL4",330000,"Fell",1899,60.4,25.8,"LL","Chondrite","Stony","Ordinary","LL","0",1
"6733.4",24126,"OC",9400,"Found",1981,55.8,66,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"6195.2",23478,"H6",750,"Found",1956,39.36667,-100.63333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5476",18838,"Iron, IAB-MG",600,"Found",1850,40.43333,-80,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"4031.40",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"6478",23798,"Iron, IIIAB",510000,"Found",1864,27.71667,-0.25,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"3393.2",10117,"H6",4110,"Found",1976,32.90333,-101.16278,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4693.1",14753,"L6",340,"Fell",1869,32.03333,-84.76667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5534.30",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"6901.3",24282,"Iron, IIIAB",7800,"Found",1976,29.96667,-98.11667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"486.4",2302,"Angrite",1500,"Fell",1869,-22.96667,-44.31667,"Angrite","Achondrite","Stony","Asteroidal",NA,"2",0.064345060252235
"876.33",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"6764.46",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"4752.5",15427,"H4",54200,"Found",1967,52.4,79.8,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5481.1",18843,"OC",631,"Found",1963,34.125,-101.75667,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"5534.31",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"4216.42",12084,"Iron, IIAB",40000,"Found",1976,55.608833,11.229167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"4310.1",12199,"LL6",483,"Fell",1974,-11.85,15.83333,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"1074.48",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"3240.4",7759,"H4",4860,"Found",1975,38.47,-102.82667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5577.41",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"4689.48",14749,"Iron, IIIAB",20500,"Found",1885,17.9,-77.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5020.47",16919,"LL6",375,"Found",1907,59.18333,12.21667,"LL","Chondrite","Stony","Ordinary","LL","0",1
"4352.44",12245,"H5",1630,"Fell",1908,-7,115.5,"H","Chondrite","Stony","Ordinary","H","0",1
"5817",22787,"L5",50,"Found",1866,39.61667,-85.45,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6450.2",23766,"H6",106.1,"Found",1932,19.95556,51.03333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"3460.28",10834,"Iron",367,"Found",1979,26,119,"Iron","Achondrite","Iron",NA,NA,"0",1
"9701.44",56566,"Iron, IAB-ung",732,"Found",1979,42.318,-90.221,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5839.40",23091,"LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5430.41",18789,"Iron, IAB complex",72.54,"Found",1984,48.85,-64.43333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4697.3",14757,"H3-5",14000,"Fell",1753,46.21667,5,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6897.4",24278,"L6",2070,"Found",1971,36.73333,-102.2,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4949.29",16844,"L6",4610,"Found",1880,-34.1,18.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"6841.1",24226,"CBa",2000,"Found",1926,35.5,-98.7,"CB","Chondrite","Stony","Carbonaceous","CR","2",0.064345060252235
"2182.43",6621,"H6",340,"Fell",1887,43,-80,"H","Chondrite","Stony","Ordinary","H","0",1
"6884",24265,"H5",5e+05,"Found",1968,-28.23333,120.85,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"671.33",5039,"L6",100,"Fell",1893,20.83333,71.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"4530.41",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"5676.2",22644,"Iron, IIIAB",86860,"Found",1892,-22.33333,118,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4340.44",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"4649.47",14705,"Iron, IIIAB",94800,"Found",1896,26.01667,-111.36667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5447.4",18808,"L6",57900,"Fell",1901,40,-99.25,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4651.41",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"930.37",5323,"H5",27900,"Found",1964,31.33333,121.66667,"H","Chondrite","Stony","Ordinary","H","0",1
"6915.38",24330,"Iron, IAB-ung",48200,"Found",1953,42.34667,-90.1675,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"3529.29",10938,"Ureilite",2700,"Found",1868,26.16667,90.6,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"0",1
"4492.1",12395,"H5",2000,"Fell",1924,-37.33333,-61.53333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"8154",48976,"Iron, IAB-MG",6400,"Found",1986,36.29533,-105.04833,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","13",0.0166285644122995
"6915.39",24330,"Iron, IAB-ung",48200,"Found",1953,42.34667,-90.1675,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5020.48",16919,"LL6",375,"Found",1907,59.18333,12.21667,"LL","Chondrite","Stony","Ordinary","LL","0",1
"4812.40",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"4882.45",16738,"L6",8887.5,"Fell",1930,-40.975,145.6,"L","Chondrite","Stony","Ordinary","L","0",1
"4362.1",12257,"Iron, IIIAB?",12000,"Found",1964,-27.66667,18.96667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"4383.2",12279,"H5",8200,"Found",1961,41.48333,-96.16667,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"1074.49",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"4340.45",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"439",449,"H5",13600,"Found",1938,32.9,-105.93333,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"4689.49",14749,"Iron, IIIAB",20500,"Found",1885,17.9,-77.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"2182.44",6621,"H6",340,"Fell",1887,43,-80,"H","Chondrite","Stony","Ordinary","H","0",1
"6605.1",23982,"L6",3.8,"Found",1978,-31.56667,127.8,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5294.31",17977,"LL6",179,"Found",1962,-39.06667,146.35,"LL","Chondrite","Stony","Ordinary","LL","0",1
"4505.2",12410,"L6",35100,"Found",1937,38.61667,-101.63333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"957.2",5353,"Iron, ungrouped",209400,"Found",1913,51.05833,94.4,"Iron","Achondrite","Iron",NA,NA,"8",0.0565394577591197
"4591.1",12769,"L6",125,"Fell",1857,48.35,3.25,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4581.48",12757,"Iron",3.3,"Found",1904,-40.73333,146.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"4811.35",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"4216.43",12084,"Iron, IIAB",40000,"Found",1976,55.608833,11.229167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"4924.3",16819,"Iron",79900,"Found",1937,33.13333,-5.56667,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"784",5160,"H6",992,"Found",1963,-32.95556,136.1375,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3233.39",7752,"L6",577,"Fell",1853,-4,39.5,"L","Chondrite","Stony","Ordinary","L","0",1
"4389.1",12287,"L6",142000,"Found",1939,36.71667,-102.5,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5294.32",17977,"LL6",179,"Found",1962,-39.06667,146.35,"LL","Chondrite","Stony","Ordinary","LL","0",1
"3287.5",7812,"LL4",276,"Found",1950,31.78333,-106.23333,"LL","Chondrite","Stony","Ordinary","LL","14",0.0286088486882495
"2190.3",6629,"H5",77,"Found",1989,-30.53333,128.56667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4546.5",12452,"Iron, IAB-sLM",16900,"Found",1981,32.88333,-101.88333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"3356.2",10069,"Iron, IAB-MG",1600,"Found",1974,39.33333,-84.6,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"819",5200,"Stone-uncl",2400,"Fell",1916,11.75,122.33333,"Stony",NA,"Stony",NA,NA,"1",0.0294975764627465
"4811.36",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"5808.2",22777,"L6",55,"Found",1955,20,50,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"612.2",4953,"Iron, IIIAB",8590,"Found",1938,30.83333,-97.5,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"4566.5",12739,"L4",4002,"Found",1967,-31.46667,126.93333,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"5085.43",16990,"L4",283.5,"Found",1962,-37.31667,139.85,"L","Chondrite","Stony","Ordinary","L","0",1
"4017.40",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"7946.36",45978,"Iron, ungrouped",8200,"Found",1981,-8.65,115.21667,"Iron","Achondrite","Iron",NA,NA,"0",1
"981.3",5380,"L6",11360,"Found",1962,39.1,-103.25833,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4581.49",12757,"Iron",3.3,"Found",1904,-40.73333,146.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"6461.3",23778,"L5",9000,"Fell",1867,36.18333,5.41667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5889.3",23166,"Iron, IIAB",1918000,"Found",1921,-16.26667,-47.95,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4701.4",14761,"Iron",46,"Found",1940,42.76667,-104.35,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"6922.1",24338,"H4-an",281.7,"Found",1936,40.05,-102.2,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"2177.2",6616,"L4",50600,"Found",1940,29.1,-97.6,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5294.33",17977,"LL6",179,"Found",1962,-39.06667,146.35,"LL","Chondrite","Stony","Ordinary","LL","0",1
"3295.7",7820,"Iron",5e+05,"Found",1942,-33.11667,-60.96667,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"3393.3",10117,"H6",4110,"Found",1976,32.90333,-101.16278,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5075.2",16980,"Iron, IVA",14250,"Fell",1975,29.86667,121.48333,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"4649.48",14705,"Iron, IIIAB",94800,"Found",1896,26.01667,-111.36667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"4002",11852,"Iron, IAB-sHL",1250,"Fell",1890,28.95,0.81667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","14",0.0286088486882495
"4893.4",16749,"Iron, IAB-an",1387,"Found",1920,42.18333,-103.93333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"4898.38",16754,"H4/5",7100,"Found",1925,-44.81667,171.13333,"H","Chondrite","Stony","Ordinary","H","0",1
"5095.3",17003,"H5",608.9,"Found",1969,-30.5,128.1,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"1042.2",5440,"H5",12000,"Found",1934,39.66667,-102.83333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5278.5",17961,"H4",2.7,"Found",1973,-30.66667,126.4,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"702.4",5072,"H6",470,"Fell",1833,49.36667,16.63333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5411",18171,"Mesosiderite-A1",37350,"Fell",1935,23.15,91.18333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"1",0.0294975764627465
"4051.44",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"5020.49",16919,"LL6",375,"Found",1907,59.18333,12.21667,"LL","Chondrite","Stony","Ordinary","LL","0",1
"4690.3",14750,"Iron, IAB-MG",35400,"Found",1973,32.83611,-99.60417,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"6745.1",24138,"Iron, IIAB",54000,"Found",1903,5.28333,8.25,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"966",5364,"L5",1600,"Fell",1979,-6.95,108.1,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5222.4",17806,"LL3",1200,"Found",1979,30.23333,-5.86667,"LL","Chondrite","Stony","Ordinary","LL","2",0.064345060252235
"3593.3",11438,"Iron",367,"Found",1965,32.4,105.9,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"752.1",5125,"L5",1300,"Found",1972,48.78333,-97.35,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4917.1",16783,"Iron, IAB-an",676,"Found",1937,44,-89.25,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"5417.6",18177,"Howardite",2000,"Fell",1882,52.03333,43,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"2196.5",6635,"H5",9260,"Found",1977,-30.43333,-64.2,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6845.1",24230,"Iron, IIE-an",94200,"Found",1924,-32.26667,139.86667,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4316.2",12205,"L6",6100,"Found",1938,-37.55,-60.15,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"810.3",5188,"Iron, IIIAB",41400,"Found",1867,24.5,-104.8,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"9614.3",56450,"H6",33.4,"Found",1979,19.50583,56.30389,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"3239.42",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"671.34",5039,"L6",100,"Fell",1893,20.83333,71.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"1006",5404,"Iron, IIE",134000,"Found",1912,37.43333,-3.65,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"459.59",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"7946.37",45978,"Iron, ungrouped",8200,"Found",1981,-8.65,115.21667,"Iron","Achondrite","Iron",NA,NA,"0",1
"475.1",2290,"H5",6400,"Fell",1895,27.66667,78.25,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"3552.47",11179,"H6",40,"Found",1936,66,-120,"H","Chondrite","Stony","Ordinary","H","0",1
"973.47",5372,"H4",20,"Found",1986,12.5,-137.7,"H","Chondrite","Stony","Ordinary","H","0",1
"4340.46",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"384.2",389,"Iron, IAB complex",582000,"Found",1952,44.86667,95.41667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"3335.49",10044,"L5",20000,"Fell",1889,1.16667,44.16667,"L","Chondrite","Stony","Ordinary","L","0",1
"2184",6623,"H",566,"Found",1969,39.59167,-94.92194,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5370.41",18072,"H6",515,"Fell",1910,17.74333,120.45583,"H","Chondrite","Stony","Ordinary","H","0",1
"5421",18181,"Diogenite-pm",117.8,"Fell",1953,51.66667,9.25,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.0294975764627465
"6761.39",24154,"LL6",1932,"Fell",1876,46.15,32.83333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"989.3",5390,"L6",429,"Found",1970,-26.66667,120.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3335.50",10044,"L5",20000,"Fell",1889,1.16667,44.16667,"L","Chondrite","Stony","Ordinary","L","0",1
"5719.1",22688,"L4",21.8,"Found",1968,34.08333,-103.5,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6761.40",24154,"LL6",1932,"Fell",1876,46.15,32.83333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"3461.41",10835,"Iron",7.3,"Found",1849,32.7,128.85,"Iron","Achondrite","Iron",NA,NA,"0",1
"6318.4",23602,"OC",1500,"Found",1838,54.3,48.4,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"6666.36",24053,"H",357.4,"Fell",1950,58.47333,8.86667,"H","Chondrite","Stony","Ordinary","H","0",1
"3460.29",10834,"Iron",367,"Found",1979,26,119,"Iron","Achondrite","Iron",NA,NA,"0",1
"8755.1",52413,"L5",60000,"Found",1956,-38.85028,-62.87889,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6752.53",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"7945.43",45977,"H5",17226,"Fell",1977,25.37,-97.37,"H","Chondrite","Stony","Ordinary","H","0",1
"1071.3",5474,"H5",3650,"Fell",1877,-27.7,27.3,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"671.35",5039,"L6",100,"Fell",1893,20.83333,71.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"5585.1",22538,"L6",2510,"Found",1975,53.075,-105.84167,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5054.2",16952,"Iron, ungrouped",20000,"Found",1922,40,-78.85,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"6341.2",23628,"Iron",39.5,"Found",1966,-30.48333,126.25,"Iron","Achondrite","Iron",NA,NA,"14",0.0286088486882495
"740.2",5112,"CM2",1342,"Fell",1930,54.23333,52.48333,"CM","Chondrite","Stony","Carbonaceous","CM-CO","1",0.0294975764627465
"3187.4",7656,"H",3950,"Fell",1961,12.73333,15.05,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5410.39",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"4538.1",12444,"LL6",25850,"Found",1924,-30.53333,134.75,"LL","Chondrite","Stony","Ordinary","LL","2",0.064345060252235
"4647.1",14703,"H",1600,"Found",1964,32.99167,-102.38833,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5909.39",23187,"H",695,"Fell",1688,34.71667,137.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"5909.40",23187,"H",695,"Fell",1688,34.71667,137.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"6454.2",23770,"H5",1760,"Found",1961,32.55,-100.41667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"2157",6583,"H5",405,"Found",1986,29.62889,11.78778,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"532",2346,"L6",1300,"Fell",1923,52.05,0.3,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6420.2",23735,"L6",1300,"Found",1952,37.5,-100.83333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"417",427,"H4",1800,"Fell",1838,29.71667,77.95,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4369.2",12264,"CK4",41730,"Fell",1930,-35.08333,139.91667,"CK","Chondrite","Stony","Carbonaceous","CV-CK","2",0.064345060252235
"2177.3",6616,"L4",50600,"Found",1940,29.1,-97.6,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4767.36",15447,"L6",220,"Fell",1801,-20,57,"L","Chondrite","Stony","Ordinary","L","0",1
"6207.1",23490,"H4",1711,"Found",1967,32.55,-102.39167,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"700.2",5070,"L6",1896.4,"Found",1974,52.77,-106.89667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
