"","id","recclass","mass","fell_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"6854",24234,"H4",27700,"Found",1934,40.35,-103.95,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4812",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"4859",16712,"H6",1800,"Found",1948,38.5,-101.1,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4811",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"3580",11208,"L6",8000,"Fell",1881,46.35,30.58333,"L","Chondrite","Stony","Ordinary","L","0",1
"6338",23625,"L4",1070,"Found",1941,33.43333,-101.75,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"9701",56566,"Iron, IAB-ung",732,"Found",1979,42.318,-90.221,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"6218",23501,"H4",8500,"Fell",1818,41.05,23.56667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4738",15412,"CK4-an",3388,"Found",1974,-30.3,131.26667,"CK","Chondrite","Stony","Carbonaceous","CV-CK","2",0.064345060252235
"5090",16995,"Iron, ungrouped",3.5,"Found",1900,51.85,107.91667,"Iron","Achondrite","Iron",NA,NA,"8",0.0565394577591197
"6865",24245,"H5",170.6,"Found",1971,-30.75,127.98333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"4949",16844,"L6",4610,"Found",1880,-34.1,18.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"5713",22682,"Ureilite",22.3,"Found",1984,33.8,-103.25,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"2",0.064345060252235
"3321",10028,"Mesosiderite",1200,"Found",1981,-57.78667,-90.79333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"5658",22613,"H5",103.3,"Found",1960,50.94,-96.99167,"H","Chondrite","Stony","Ordinary","H","0",1
"4016",11868,"Stone-uncl",367,"Found",1956,24.7,108,"Stony",NA,"Stony",NA,NA,"0",1
"5688",22657,"L6",18.2,"Found",1973,33.71667,-103.65,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5830",23082,"L6",5500,"Fell",1841,46.95,-1.5,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6655",24037,"OC",2000,"Fell",1824,51.73333,102.53333,"Chondrite","Chondrite","Stony",NA,NA,"8",0.0565394577591197
"6221",23504,"H4",350,"Fell",1908,-19.46667,-44.21667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5534",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5608",22561,"H5",920,"Found",1978,-30.6,128.48333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6736",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"7372",34063,"LL6",460,"Fell",1968,19.76667,-100.65,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"2166",6592,"H4",228,"Found",1986,29.58333,11.78333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"4051",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"5008",16907,"H6",529,"Fell",1984,32.11667,121.8,"H","Chondrite","Stony","Ordinary","H","0",1
"3335",10044,"L5",20000,"Fell",1889,1.16667,44.16667,"L","Chondrite","Stony","Ordinary","L","0",1
"4017",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"9",10,"Acapulcoite",1914,"Fell",1976,16.88333,-99.9,"Acapulcoite","Achondrite","Stony","Primitive",NA,"0",1
"5149",17061,"L4",330,"Found",1979,29.91667,-5.58333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5839",23091,"LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5583",22401,"L6",230,"Found",1948,39.78333,-100,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5021",16920,"Iron",18000,"Found",1934,35.96667,-77.96667,"Iron","Achondrite","Iron",NA,NA,"1",0.0294975764627465
"6666",24053,"H",357.4,"Fell",1950,58.47333,8.86667,"H","Chondrite","Stony","Ordinary","H","0",1
"4426",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"6424",23739,"H4/5",48000,"Found",1987,46.4,30.8,"H","Chondrite","Stony","Ordinary","H","0",1
"5858",23113,"Iron, IIC",3600,"Found",1850,37.95,-85.78333,"Iron IIC","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"2192",6631,"H6",1060,"Found",1989,-30.16667,128.66667,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"4066",11920,"Iron, IVA",367,"Found",1979,29.5,110,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"876",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"983",5382,"H3.5",277,"Found",1986,11.7,-137.8,"H","Chondrite","Stony","Ordinary","H","0",1
"5555",22373,"H3.8",4239,"Found",1972,45.7,43.7,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4812.1",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"5527",18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L","0",1
"5030",16932,"H6",13100,"Found",1977,34.58333,-102.05,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4700",14760,"L6",6700,"Found",1914,40.74972,-97.74972,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"749",5121,"L3",5460,"Fell",1969,54.56667,-6.33333,"L","Chondrite","Stony","Ordinary","L","0",1
"5901",23179,"Iron, IAB complex",17500,"Found",1964,45.9835,105.75883,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"4388",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",1
"731",5103,"Mesosiderite-B4",888600,"Found",1956,13.51667,122.45,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"1",0.0294975764627465
"5577",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"4649",14705,"Iron, IIIAB",94800,"Found",1896,26.01667,-111.36667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"777",5151,"H3.7",40960,"Found",1937,33.21667,-102.18333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6751",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"4988",16885,"Iron, IAB-sHL",1245,"Fell",1964,26.13333,85.53333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"5050",16949,"Iron, IIE-an",250000,"Found",1846,54.23333,35.15,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"4451",12351,"EH3",334,"Found",1905,-13.01667,34.2,"EH","Chondrite","Stony","Enstatite","EH-EL","0",1
"6696",24087,"L6",236,"Found",1920,44.01667,28.63333,"L","Chondrite","Stony","Ordinary","L","0",1
"3630",11475,"L6",890.6,"Found",1958,19.91667,56.25,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"3552",11179,"H6",40,"Found",1936,66,-120,"H","Chondrite","Stony","Ordinary","H","0",1
"415",425,"Unknown",367,"Fell",1769,50.66667,2.33333,"Unknown",NA,NA,NA,NA,"1",0.0294975764627465
"5534.1",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"9681",56517,"L6",36.7,"Found",1979,19.99694,56.32667,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5909",23187,"H",695,"Fell",1688,34.71667,137.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4656",14713,"OC",309,"Found",1980,33.28944,-102.54306,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"5577.1",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"5034",16936,"Iron, IID",45300,"Found",1962,34.44417,-114.8325,"Iron IID","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"512",2331,"Pallasite, PMG-an",84,"Found",1940,37.26667,-97.76667,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"1",0.0294975764627465
"4923",16806,"Pallasite, PMG",159000,"Found",1868,36.93333,-87.4,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"1",0.0294975764627465
"6799",24187,"LL4-6",2437,"Fell",1906,23.1,87.43333,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"3460",10834,"Iron",367,"Found",1979,26,119,"Iron","Achondrite","Iron",NA,NA,"0",1
"9673",56509,"L4",57,"Found",1979,19.84528,56.44389,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4340",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"891",5279,"H5",800,"Found",1941,-37.98333,140.98333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5016",16915,"Iron, IIIAB",32200,"Found",1855,-34.25,147.7,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5379",18082,"H5",682,"Fell",1949,21.3,-157.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"694",5064,"L/LL4",330000,"Fell",1899,60.4,25.8,"LL","Chondrite","Stony","Ordinary","LL","0",1
"459",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4731",15404,"L6",1050,"Found",1975,-33.56667,136.65,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3321.1",10028,"Mesosiderite",1200,"Found",1981,-57.78667,-90.79333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"4671",14731,"OC",4.8,"Found",1963,34.5,-116.95,"Chondrite","Chondrite","Stony",NA,NA,"13",0.0166285644122995
"6758",24150,"L6",4000,"Found",1962,61.05,26.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"5387",18090,"L6",10,"Found",1916,-24.16667,-69.83333,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"6479",23799,"Stone-uncl",173000,"Found",1956,47.45,101.47917,"Stony",NA,"Stony",NA,NA,"2",0.064345060252235
"3410",10134,"H5",34.6,"Found",1982,-30.15,128.08333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5370",18072,"H6",515,"Fell",1910,17.74333,120.45583,"H","Chondrite","Stony","Ordinary","H","0",1
"5571",22389,"Iron, IIIAB",46500,"Found",1882,24.11667,-104.3,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"6736.1",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"3456",10180,"Iron, IAB-sLH",268,"Found",1919,46.38333,-101.23333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"6712",24104,"H5",3600,"Fell",1866,13.48333,74.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"3403",10127,"L6",64,"Found",1970,-30.46667,128.2,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6764",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"6764.1",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"1043",5441,"H5",817,"Found",1967,39.68333,-102.845,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5064",16962,"Pallasite, PMG",5600,"Found",1923,35.6,-91.26667,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"2",0.064345060252235
"5632",22585,"Iron, IVA",10000,"Fell",1919,-6.73333,111.36667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","0",1
"8139",48959,"Iron, IIIAB",97000,"Found",1954,-14.3675,-43.02278,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5577.2",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"4530",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"7945",45977,"H5",17226,"Fell",1977,25.37,-97.37,"H","Chondrite","Stony","Ordinary","H","0",1
"4916",16782,"H",12.5,"Found",1897,42.7,-77.88333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5726",22695,"H5",71.1,"Found",1969,34.08333,-103.5,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"6424.1",23739,"H4/5",48000,"Found",1987,46.4,30.8,"H","Chondrite","Stony","Ordinary","H","0",1
"6764.2",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"459.1",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"6751.1",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"6765",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4311",12200,"H5",1304,"Found",1963,30.625,-97.53333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"383",388,"H4",22600,"Found",1936,35.15,-102.71667,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"4649.1",14705,"Iron, IIIAB",94800,"Found",1896,26.01667,-111.36667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"998",5399,"H5",16000,"Found",1924,37.26667,-99.33333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3235",7754,"L6",2117,"Fell",1943,33.43333,127.26667,"L","Chondrite","Stony","Ordinary","L","0",1
"6798",24186,"L6",191.5,"Found",1980,-32.06667,125.15,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6385",23675,"Pallasite, PMG",2500,"Found",1893,41.65,-86.21667,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"1",0.0294975764627465
"1074",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"3239",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"5731",22700,"L6",55.5,"Found",1970,34.23333,-103.25,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6783",24170,"Iron, IID",4370,"Found",1911,49.21667,15.8,"Iron IID","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"4216",12084,"Iron, IIAB",40000,"Found",1976,55.608833,11.229167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"4483",12386,"Iron, IIIAB",32700,"Found",1932,-33.28333,136,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3335.1",10044,"L5",20000,"Fell",1889,1.16667,44.16667,"L","Chondrite","Stony","Ordinary","L","0",1
"2182",6621,"H6",340,"Fell",1887,43,-80,"H","Chondrite","Stony","Ordinary","H","0",1
"3243",7766,"H4",4480,"Found",1969,-29.58639,122.18167,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4812.2",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"5707",22676,"H5",96,"Found",1983,33.81806,-103.20694,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5877",23133,"H5",2443,"Found",1986,39.43,-99.995,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"776",5150,"L6",2000,"Found",1971,38.69667,-99.70833,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"766",5140,"Eucrite-pmict",219,"Fell",1933,52.13333,59.31667,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"5534.2",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"3219",7736,"L3-6",1900,"Fell",1951,42.45833,18.44167,"L","Chondrite","Stony","Ordinary","L","0",1
"4803",15486,"L5",28.9,"Fell",1903,46.81867,7.21817,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6765.1",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5299",17986,"H4",1926,"Found",1960,46.5,30.76667,"H","Chondrite","Stony","Ordinary","H","0",1
"3335.2",10044,"L5",20000,"Fell",1889,1.16667,44.16667,"L","Chondrite","Stony","Ordinary","L","0",1
"701",5071,"L6",5100,"Fell",1909,31.83333,-98.83333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3355",10066,"H5",6700,"Found",1965,36.81667,-101.90833,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4882",16738,"L6",8887.5,"Fell",1930,-40.975,145.6,"L","Chondrite","Stony","Ordinary","L","0",1
"4811.1",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"3546",10955,"Iron, ungrouped",51700,"Found",1883,42.96667,-85.76667,"Iron","Achondrite","Iron",NA,NA,"1",0.0294975764627465
"775",5149,"OC",53,"Found",1980,33.275,-102.96,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"2220",6662,"Iron, IAB-sLL",15000,"Found",1926,33.51667,-95.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"5527.1",18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L","0",1
"5073",16978,"Ureilite-pmict",173,"Found",1975,-31.08333,138.3,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"2",0.064345060252235
"5455",18816,"Stone-uncl",367,"Fell",1843,41.36667,-6.23333,"Stony",NA,"Stony",NA,NA,"2",0.064345060252235
"6211",23494,"H5",1192.7,"Found",1976,32.71667,-102.65,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4530.1",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"5602",22555,"H4",9500,"Found",1989,25.63333,0.5,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"3179",7648,"H",220,"Found",1956,39.5,-98.53333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"930",5323,"H5",27900,"Found",1964,31.33333,121.66667,"H","Chondrite","Stony","Ordinary","H","0",1
"4346",12238,"L6",2770,"Fell",1942,26.03333,81.46667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6308",23592,"Iron, IVA",63500,"Found",1919,32.5,-115.5,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"814",5193,"L6",3290,"Found",1910,-34.06667,139.75,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3622",11467,"OC",1320,"Fell",1930,35,127.5,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"6207",23490,"H4",1711,"Found",1967,32.55,-102.39167,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"2195",6634,"L6",28,"Fell",1829,40.25,-74,"L","Chondrite","Stony","Ordinary","L","0",1
"4879",16735,"L3.8-an",14040,"Found",1965,-30.01667,141.06667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"2182.1",6621,"H6",340,"Fell",1887,43,-80,"H","Chondrite","Stony","Ordinary","H","0",1
"5410",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"5495",18857,"Iron",524,"Found",1971,38.17,-110.36667,"Iron","Achondrite","Iron",NA,NA,"13",0.0166285644122995
"5294",17977,"LL6",179,"Found",1962,-39.06667,146.35,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5700",22669,"L5",74.7,"Found",1981,34.1,-103.48333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5294.1",17977,"LL6",179,"Found",1962,-39.06667,146.35,"LL","Chondrite","Stony","Ordinary","LL","0",1
"6367",23655,"H6",3273,"Found",1968,33.58333,-102.16667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6914",24329,"Iron, IIIAB",37800,"Found",1937,-24.91667,120.06667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"973",5372,"H4",20,"Found",1986,12.5,-137.7,"H","Chondrite","Stony","Ordinary","H","0",1
"5294.2",17977,"LL6",179,"Found",1962,-39.06667,146.35,"LL","Chondrite","Stony","Ordinary","LL","0",1
"720",5091,"H5",1800,"Found",1968,33.65167,-103.70833,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4164",12023,"Iron, IIIAB",5621,"Found",1915,51.23333,57.38333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5527.2",18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L","0",1
"4426.1",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"4898",16754,"H4/5",7100,"Found",1925,-44.81667,171.13333,"H","Chondrite","Stony","Ordinary","H","0",1
"4651",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"5299.1",17986,"H4",1926,"Found",1960,46.5,30.76667,"H","Chondrite","Stony","Ordinary","H","0",1
"3401",10125,"L6",26000,"Found",1980,-30.98333,127.88333,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4426.2",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"670",5037,"L6",18,"Fell",1877,20.88333,74.83333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4949.1",16844,"L6",4610,"Found",1880,-34.1,18.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"6846",24230,"Iron, IIE-an",94200,"Found",1924,-32.26667,139.86667,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5606",22559,"H5",295,"Found",1977,-30.25,128.8,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"740",5112,"CM2",1342,"Fell",1930,54.23333,52.48333,"CM","Chondrite","Stony","Carbonaceous","CM-CO","1",0.0294975764627465
"5498",18861,"H4",18350,"Found",1971,52.1,79.7,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4882.1",16738,"L6",8887.5,"Fell",1930,-40.975,145.6,"L","Chondrite","Stony","Ordinary","L","0",1
"40",41,"H5",2016,"Found",1989,27.66667,4.35,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"3233",7752,"L6",577,"Fell",1853,-4,39.5,"L","Chondrite","Stony","Ordinary","L","0",1
"9598",56434,"H4",172,"Found",1979,19.68611,55.68361,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"4003",11853,"H4",8900,"Found",1939,42.91667,-104.41667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4811.2",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"5577.3",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"4529",12435,"Eucrite-mmict",212.5,"Fell",1910,21.86667,76.03333,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"4787",15469,"H5",22,"Fell",1861,29.01667,77.8,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"2191",6630,"H4/5",274,"Found",1989,-30.58333,128.66667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6765.2",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"3474",10849,"EH3/4-an",28,"Fell",1952,7.05,12.43333,"EH","Chondrite","Stony","Enstatite","EH-EL","2",0.064345060252235
"4051.1",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"4031",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"4016.1",11868,"Stone-uncl",367,"Found",1956,24.7,108,"Stony",NA,"Stony",NA,NA,"0",1
"4573",12749,"Howardite",780,"Fell",1845,48.53333,-0.86667,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.0294975764627465
"2224",6693,"H6",25400,"Fell",1962,25.73333,73.61667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6327",23612,"Pallasite?",14180,"Found",1847,18.31667,73.91667,"Ungrouped","Achondrite","Stony-Iron","Pallasite",NA,"1",0.0294975764627465
"4751",15426,"Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"4981",16878,"Iron, IC",1143000,"Found",1909,-29.58333,139.9,"Iron IC","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5534.3",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"4388.1",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",1
"5008.1",16907,"H6",529,"Fell",1984,32.11667,121.8,"H","Chondrite","Stony","Ordinary","H","0",1
"4577",12753,"L4",760,"Found",1940,30.6,-97.9,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5577.4",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"4001",11851,"H4",16000,"Found",1963,33.75,-112.66667,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"6424.2",23739,"H4/5",48000,"Found",1987,46.4,30.8,"H","Chondrite","Stony","Ordinary","H","0",1
"2208",6648,"H5",276,"Found",1969,34.05,-103.55,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"894",5283,"L6",294,"Found",1914,-29.75,141.03333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5725",22694,"H5",38,"Found",1969,34.08333,-103.5,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"6666.1",24053,"H",357.4,"Fell",1950,58.47333,8.86667,"H","Chondrite","Stony","Ordinary","H","0",1
"4426.3",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"908",5298,"L6",3920,"Found",1965,51.965,-107.43833,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"3295",7820,"Iron",5e+05,"Found",1942,-33.11667,-60.96667,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"4789",15470,"H5",24750,"Fell",1915,-6.23333,106.88333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"1067",5468,"L6",10820,"Found",1967,-30.36667,120.73333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
